Station,month_ym,ndvi,evi,lst_celsius,et_mm,soil_moisture
Thuttampatti,2023-04,0.4063,0.2303,40.9444,4.5493,0.1262
Vaikundham sankari Salem Tamil Nadu,2023-04,0.4628,0.2996,38.7784,7.7276,0.1415
Veerakal,2023-04,0.4576,0.2657,37.8533,6.3518,0.1269
Veppilaipatty,2023-04,0.5014,0.281,36.798,6.5016,0.1273
Amaram_1,2023-05,0.4976,0.3352,34.4216,13.4748,0.1962
Ammapet_1,2023-05,0.5407,0.3709,33.0385,15.702,0.1795
Ariyampatti,2023-05,0.489,0.3165,36.0563,12.4622,0.1888
Avaniperur Keelmugam,2023-05,0.5235,0.3509,36.0231,13.6332,0.1849
Ayodhiyapattinam,2023-05,0.5809,0.4035,32.478,15.3414,0.1819
Egapuram,2023-05,0.4742,0.3127,36.7738,12.7195,0.1851
Erumaipatti_1,2023-05,0.5378,0.3756,34.7454,13.8888,0.1789
Erumaipatti_2,2023-05,0.4861,0.331,36.5835,12.8352,0.1824
Gundakkal,2023-05,0.6055,0.403,32.7146,17.6334,0.1958
Hasthampati,2023-05,0.4599,0.3144,34.4528,13.8811,0.1872
Hasthampatti,2023-05,0.5001,0.3413,33.8379,14.9326,0.1872
Illupanatham_1,2023-05,0.4936,0.3204,36.3862,13.6263,0.1807
Inam Bairoji,2023-05,0.5448,0.3768,34.4889,14.7566,0.1796
Kadambur,2023-05,0.5864,0.3864,34.1177,15.1159,0.1769
Kullampatti,2023-05,0.5814,0.4125,33.7323,15.6359,0.1825
M.Chettipatti,2023-05,0.5272,0.3504,35.0749,13.7491,0.1888
Manjakalpatti,2023-05,0.535,0.3824,34.346,13.9921,0.1793
Mannarpalayam,2023-05,0.5053,0.3297,35.691,13.9647,0.1851
Moolakadu,2023-05,0.4169,0.2724,30.9679,16.8205,0.1756
Murungapatty,2023-05,0.5591,0.3764,33.4976,14.9723,0.187
Muthiyampatti,2023-05,0.5174,0.3329,36.5429,13.0863,0.1872
Nadupatty,2023-05,0.614,0.4055,32.6494,17.1595,0.1922
Navapatti,2023-05,0.6522,0.4665,29.6943,19.6606,0.1718
Pannavadi,2023-05,0.3201,0.2006,33.1283,12.9258,0.1687
Pappanaickanpatti,2023-05,0.7335,0.4907,29.6891,25.5559,0.1848
Periyakadampatty,2023-05,0.5188,0.343,35.462,13.5089,0.1888
Pillukurichi,2023-05,0.602,0.4186,32.6712,16.1448,0.1773
Pulluthikuttai,2023-05,0.7013,0.4644,29.5989,22.9164,0.1845
Rajapalayam (TN-MWS01),2023-05,0.4284,0.2629,38.6543,12.3491,0.1842
Ramagudal,2023-05,0.5649,0.3958,33.7869,14.4025,0.1774
Ramanaickanpalayam,2023-05,0.5584,0.3763,34.8773,14.6231,0.184
Samuthiram_1,2023-05,0.5126,0.3294,36.653,13.0526,0.1874
Sanarpatti,2023-05,0.5401,0.3646,33.4084,13.7203,0.1882
Sandhiyur,2023-05,0.5623,0.3965,33.1964,15.4014,0.1787
Sendarapatti,2023-05,0.6222,0.4087,32.8588,16.8998,0.1834
Singipuram,2023-05,0.5149,0.3399,35.7916,14.1268,0.1851
Siruvachur,2023-05,0.5199,0.3346,35.7607,14.6793,0.2101
Sitteri,2023-05,0.5024,0.3338,36.364,13.7985,0.1825
Sukkampatti,2023-05,0.6335,0.4417,31.2104,18.2458,0.1833
Thekkampatti,2023-05,0.5459,0.3613,33.3599,14.9101,0.1886
Thuttampatti,2023-05,0.4978,0.3233,36.4895,12.8841,0.1884
Vaikundham sankari Salem Tamil Nadu,2023-05,0.524,0.3435,35.2155,13.7475,0.1896
Veerakal,2023-05,0.5601,0.3766,33.5395,14.4544,0.1896
Veppilaipatty,2023-05,0.535,0.3518,33.4783,14.7836,0.1864
Amaram_1,2023-06,0.5038,0.3134,38.3992,12.3136,0.1803
Ammapet_1,2023-06,0.5373,0.3412,34.78,13.481,0.1659
Ariyampatti,2023-06,0.5086,0.3093,38.1364,11.7478,0.1744
Avaniperur Keelmugam,2023-06,0.5147,0.3172,37.6936,12.5404,0.1695
Ayodhiyapattinam,2023-06,0.5781,0.3499,34.5203,13.3908,0.1683
Egapuram,2023-06,0.4655,0.2784,38.5417,11.2266,0.1707
Erumaipatti_1,2023-06,0.4919,0.3123,36.9848,11.5436,0.1603
Erumaipatti_2,2023-06,0.4597,0.2812,38.2429,11.0793,0.1672
Gundakkal,2023-06,0.6344,0.4116,34.7206,18.3556,0.1794
Hasthampati,2023-06,0.4583,0.2994,35.9491,12.3103,0.1747
Hasthampatti,2023-06,0.5002,0.3262,35.1662,13.3592,0.1746
Illupanatham_1,2023-06,0.4335,0.2659,39.2354,11.5543,0.169
Inam Bairoji,2023-06,0.5812,0.3651,35.8909,12.9861,0.1656
Kadambur,2023-06,0.5731,0.3445,35.6134,14.8391,0.1657
Kullampatti,2023-06,0.5549,0.3602,35.4579,13.8331,0.1675
M.Chettipatti,2023-06,0.5299,0.322,36.681,12.1757,0.1746
Manjakalpatti,2023-06,0.4883,0.3145,36.4088,11.6111,0.162
Mannarpalayam,2023-06,0.4831,0.2701,38.4245,11.1186,0.1742
Moolakadu,2023-06,0.3704,0.2443,34.4234,14.1342,0.1622
Murungapatty,2023-06,0.5814,0.3462,36.3977,13.7054,0.173
Muthiyampatti,2023-06,0.5227,0.311,38.3056,12.3744,0.1727
Nadupatty,2023-06,0.622,0.3786,34.839,16.4908,0.176
Navapatti,2023-06,0.6165,0.4122,30.9511,19.621,0.1582
Pannavadi,2023-06,0.2782,0.1788,36.994,11.1566,0.154
Pappanaickanpatti,2023-06,0.6999,0.45,28.714,24.1156,0.1745
Periyakadampatty,2023-06,0.522,0.3176,37.0116,12.0428,0.1745
Pillukurichi,2023-06,0.6163,0.3977,33.4171,16.2974,0.164
Pulluthikuttai,2023-06,0.7097,0.457,30.8121,22.0594,0.1738
Rajapalayam (TN-MWS01),2023-06,0.4068,0.235,39.7976,10.876,0.1686
Ramagudal,2023-06,0.5095,0.3298,36.3964,11.9933,0.164
Ramanaickanpalayam,2023-06,0.5364,0.3271,36.7207,13.1471,0.1739
Samuthiram_1,2023-06,0.5198,0.3102,38.2761,12.3412,0.173
Sanarpatti,2023-06,0.5429,0.3467,35.7799,13.125,0.1738
Sandhiyur,2023-06,0.5582,0.3681,35.8488,12.243,0.1669
Sendarapatti,2023-06,0.5597,0.3271,35.7195,14.495,0.1673
Singipuram,2023-06,0.5005,0.2829,38.8441,11.2042,0.1743
Siruvachur,2023-06,0.4825,0.286,37.547,12.7993,0.1958
Sitteri,2023-06,0.4498,0.2733,39.0285,11.8128,0.1706
Sukkampatti,2023-06,0.6306,0.3772,33.0325,17.2998,0.1699
Thekkampatti,2023-06,0.5606,0.3395,35.0899,12.9232,0.1755
Thuttampatti,2023-06,0.4909,0.2963,38.0612,11.6006,0.1741
Vaikundham sankari Salem Tamil Nadu,2023-06,0.4519,0.2813,37.0078,13.4819,0.1738
Veerakal,2023-06,0.552,0.3707,35.6647,13.6209,0.175
Veppilaipatty,2023-06,0.5198,0.3024,36.7067,12.0497,0.1745
Amaram_1,2023-07,0.4868,0.3225,38.8317,10.4055,0.1822
Ammapet_1,2023-07,0.5464,0.3696,33.3742,13.2462,0.178
Ariyampatti,2023-07,0.5102,0.3363,38.569,10.2695,0.1751
Avaniperur Keelmugam,2023-07,0.4938,0.3334,37.7988,10.8867,0.1713
Ayodhiyapattinam,2023-07,0.5926,0.3994,33.2431,12.6294,0.1807
Egapuram,2023-07,0.455,0.2938,38.7655,9.4401,0.1734
Erumaipatti_1,2023-07,0.4761,0.3246,37.4756,9.7965,0.166
Erumaipatti_2,2023-07,0.4472,0.2957,38.8128,9.3968,0.1709
Gundakkal,2023-07,0.5618,0.3682,35.0577,16.3381,0.1854
Hasthampati,2023-07,0.4468,0.3068,35.0933,11.4737,0.1855
Hasthampatti,2023-07,0.4868,0.3347,34.3866,12.5635,0.1857
Illupanatham_1,2023-07,0.4183,0.2596,39.2359,8.503,0.1751
Inam Bairoji,2023-07,0.5648,0.3624,35.1761,12.1296,0.1722
Kadambur,2023-07,0.5114,0.323,36.3536,11.4193,0.1712
Kullampatti,2023-07,0.5296,0.3708,35.6658,11.962,0.1694
M.Chettipatti,2023-07,0.5167,0.3286,38.6227,10.2876,0.1765
Manjakalpatti,2023-07,0.4561,0.3147,37.1288,9.5035,0.1668
Mannarpalayam,2023-07,0.5221,0.3464,35.4639,10.2852,0.1833
Moolakadu,2023-07,0.4043,0.2747,32.79,14.9483,0.1645
Murungapatty,2023-07,0.5657,0.3663,35.863,12.0157,0.1771
Muthiyampatti,2023-07,0.5268,0.3403,37.8094,10.9894,0.1743
Nadupatty,2023-07,0.5609,0.3639,35.6643,13.9953,0.1838
Navapatti,2023-07,0.5606,0.3976,31.2604,19.5796,0.1596
Pannavadi,2023-07,0.3073,0.2015,37.1271,10.1062,0.1583
Pappanaickanpatti,2023-07,0.6995,0.4557,29.5669,20.0705,0.185
Periyakadampatty,2023-07,0.518,0.3295,38.7872,10.1981,0.1758
Pillukurichi,2023-07,0.5971,0.4212,32.4776,15.0272,0.1652
Pulluthikuttai,2023-07,0.7057,0.4595,30.0992,20.9214,0.1844
Rajapalayam (TN-MWS01),2023-07,0.3452,0.1985,40.1754,6.9926,0.1704
Ramagudal,2023-07,0.4717,0.315,36.6407,9.8504,0.1677
Ramanaickanpalayam,2023-07,0.523,0.3494,35.9406,10.9131,0.1828
Samuthiram_1,2023-07,0.5214,0.3357,37.7801,10.9891,0.1745
Sanarpatti,2023-07,0.5207,0.3461,35.3048,11.9955,0.1745
Sandhiyur,2023-07,0.5461,0.3456,34.4938,11.1154,0.1764
Sendarapatti,2023-07,0.5057,0.3185,36.1145,11.2269,0.1728
Singipuram,2023-07,0.515,0.3482,35.4909,10.3284,0.1838
Siruvachur,2023-07,0.4955,0.318,37.0278,11.1077,0.204
Sitteri,2023-07,0.4371,0.286,38.4318,9.0467,0.1783
Sukkampatti,2023-07,0.6363,0.4273,31.4095,15.5362,0.1823
Thekkampatti,2023-07,0.5426,0.3515,35.5492,11.6847,0.183
Thuttampatti,2023-07,0.5045,0.3252,38.4083,9.9032,0.175
Vaikundham sankari Salem Tamil Nadu,2023-07,0.4282,0.293,36.5961,10.3779,0.2117
Veerakal,2023-07,0.5257,0.3566,34.6663,12.6804,0.1759
Veppilaipatty,2023-07,0.5573,0.3639,33.9953,10.9814,0.1832
Amaram_1,2023-08,0.4944,0.2863,39.5801,8.9489,0.154
Ammapet_1,2023-08,0.5515,0.3461,33.6154,11.8768,0.175
Ariyampatti,2023-08,0.4639,0.2589,39.9026,8.0275,0.1591
Avaniperur Keelmugam,2023-08,0.5326,0.3309,38.1459,9.0424,0.1581
Ayodhiyapattinam,2023-08,0.6067,0.3935,33.0197,12.4186,0.1791
Egapuram,2023-08,0.5373,0.3397,38.7398,8.6327,0.1614
Erumaipatti_1,2023-08,0.5219,0.3412,36.6463,8.802,0.161
Erumaipatti_2,2023-08,0.5437,0.3776,37.6269,8.7536,0.1609
Gundakkal,2023-08,0.6229,0.3665,35.2849,13.1123,0.1594
Hasthampati,2023-08,0.4566,0.2883,35.3433,9.7691,0.1808
Hasthampatti,2023-08,0.489,0.3088,34.9145,10.9601,0.1814
Illupanatham_1,2023-08,0.5108,0.3142,39.2141,8.5552,0.1954
Inam Bairoji,2023-08,0.6225,0.3705,34.8831,10.8525,0.1671
Kadambur,2023-08,0.6418,0.4082,34.6857,11.8322,0.1806
Kullampatti,2023-08,0.5357,0.3322,36.577,9.8387,0.156
M.Chettipatti,2023-08,0.4819,0.2803,39.2644,8.2354,0.1622
Manjakalpatti,2023-08,0.5024,0.334,36.5293,8.4137,0.1595
Mannarpalayam,2023-08,0.5892,0.3429,35.5082,10.3103,0.1846
Moolakadu,2023-08,0.4317,0.2557,35.5863,11.3331,0.1367
Murungapatty,2023-08,0.568,0.3326,36.5226,9.8723,0.1669
Muthiyampatti,2023-08,0.526,0.3133,39.1366,8.4464,0.1599
Nadupatty,2023-08,0.6105,0.3645,36.19,11.8851,0.1618
Navapatti,2023-08,0.5919,0.3546,32.2676,13.2241,0.1391
Pannavadi,2023-08,0.368,0.2254,39.3087,8.4347,0.1275
Pappanaickanpatti,2023-08,0.7399,0.4151,30.0353,18.9822,0.1902
Periyakadampatty,2023-08,0.4738,0.2719,39.4893,8.1063,0.1605
Pillukurichi,2023-08,0.582,0.3629,34.8913,11.871,0.1471
Pulluthikuttai,2023-08,0.7373,0.4244,30.5064,19.8051,0.1884
Rajapalayam (TN-MWS01),2023-08,0.4289,0.2595,41.286,6.6247,0.1922
Ramagudal,2023-08,0.4942,0.3153,37.4271,8.7388,0.1565
Ramanaickanpalayam,2023-08,0.6057,0.3905,34.8064,11.0873,0.1907
Samuthiram_1,2023-08,0.5238,0.3063,39.2924,8.4052,0.16
Sanarpatti,2023-08,0.5175,0.3081,36.6666,9.2842,0.1567
Sandhiyur,2023-08,0.6034,0.367,34.3394,10.104,0.1723
Sendarapatti,2023-08,0.6261,0.4141,34.4804,11.8213,0.18
Singipuram,2023-08,0.5786,0.3423,36.5159,9.868,0.187
Siruvachur,2023-08,0.6215,0.4236,35.2634,12.0149,0.2164
Sitteri,2023-08,0.5251,0.3514,37.8814,9.4307,0.1992
Sukkampatti,2023-08,0.6936,0.4444,31.3081,14.9159,0.1811
Thekkampatti,2023-08,0.5553,0.3548,35.9264,10.2712,0.175
Thuttampatti,2023-08,0.4812,0.272,39.411,7.8527,0.1593
Vaikundham sankari Salem Tamil Nadu,2023-08,0.4351,0.3048,39.6185,8.8873,0.1858
Veerakal,2023-08,0.5208,0.3051,37.5966,9.7787,0.1565
Veppilaipatty,2023-08,0.6225,0.3787,33.4842,11.3276,0.1817
Amaram_1,2023-09,0.5937,0.404,34.0874,15.9601,0.2409
Ammapet_1,2023-09,0.5676,0.3931,33.1819,16.0362,0.2455
Ariyampatti,2023-09,0.5595,0.3827,35.276,13.9102,0.239
Avaniperur Keelmugam,2023-09,0.6119,0.3997,33.0607,14.484,0.234
Ayodhiyapattinam,2023-09,0.6424,0.4422,32.5552,16.6696,0.2502
Egapuram,2023-09,0.567,0.3859,34.2204,14.4845,0.2373
Erumaipatti_1,2023-09,0.5779,0.4074,34.2314,13.6927,0.2301
Erumaipatti_2,2023-09,0.6113,0.4255,32.6237,14.7901,0.2358
Gundakkal,2023-09,0.658,0.4425,32.4114,19.7802,0.2468
Hasthampati,2023-09,0.4613,0.3272,35.1962,13.8353,0.2506
Hasthampatti,2023-09,0.5094,0.3571,34.5592,15.1704,0.2511
Illupanatham_1,2023-09,0.6152,0.4208,37.215,14.691,0.2408
Inam Bairoji,2023-09,0.6008,0.4194,33.8558,15.368,0.2409
Kadambur,2023-09,0.6912,0.4796,32.6351,18.2135,0.2435
Kullampatti,2023-09,0.5932,0.3854,33.1676,13.6034,0.2291
M.Chettipatti,2023-09,0.5639,0.365,34.6247,14.3447,0.2403
Manjakalpatti,2023-09,0.5742,0.405,33.0812,13.5368,0.2312
Mannarpalayam,2023-09,0.6536,0.4578,33.3349,16.3315,0.257
Moolakadu,2023-09,0.5247,0.3811,32.0212,19.5102,0.2169
Murungapatty,2023-09,0.607,0.4081,34.2135,15.923,0.2418
Muthiyampatti,2023-09,0.6058,0.3926,34.13,14.3912,0.2381
Nadupatty,2023-09,0.6538,0.4319,33.023,18.5563,0.2475
Navapatti,2023-09,0.6607,0.4896,28.8148,22.2461,0.2156
Pannavadi,2023-09,0.5341,0.3761,34.8793,16.0621,0.2074
Pappanaickanpatti,2023-09,0.7411,0.4833,30.1212,24.1202,0.2563
Periyakadampatty,2023-09,0.5474,0.3529,34.4823,14.1796,0.2396
Pillukurichi,2023-09,0.6046,0.4081,32.1638,15.1434,0.2219
Pulluthikuttai,2023-09,0.748,0.499,29.6114,24.4244,0.257
Rajapalayam (TN-MWS01),2023-09,0.6051,0.3906,37.545,13.6329,0.2355
Ramagudal,2023-09,0.5647,0.3776,34.2424,12.2404,0.2189
Ramanaickanpalayam,2023-09,0.6808,0.4869,33.4546,17.5293,0.2577
Samuthiram_1,2023-09,0.5964,0.3856,34.3917,14.3347,0.2384
Sanarpatti,2023-09,0.6068,0.4308,32.8193,15.2507,0.2368
Sandhiyur,2023-09,0.6208,0.4255,33.5176,15.2533,0.2447
Sendarapatti,2023-09,0.6781,0.4622,33.1628,17.7219,0.2557
Singipuram,2023-09,0.6278,0.4409,34.0864,15.543,0.2576
Siruvachur,2023-09,0.6537,0.4439,33.9499,17.4618,0.2665
Sitteri,2023-09,0.6044,0.4186,36.7057,15.1858,0.2415
Sukkampatti,2023-09,0.6978,0.4817,31.3242,19.6956,0.2527
Thekkampatti,2023-09,0.5669,0.3805,34.2999,15.3855,0.2468
Thuttampatti,2023-09,0.5343,0.3382,36.1755,13.3623,0.2388
Vaikundham sankari Salem Tamil Nadu,2023-09,0.4452,0.3121,39.5661,9.5044,0.2306
Veerakal,2023-09,0.6174,0.4301,32.9503,16.1297,0.2378
Veppilaipatty,2023-09,0.6844,0.4747,31.9862,17.2331,0.2548
Amaram_1,2023-10,0.6392,0.4355,32.2645,17.1179,0.1871
Ammapet_1,2023-10,0.5976,0.3797,32.2235,15.2328,0.1964
Ariyampatti,2023-10,0.6764,0.4882,32.3985,16.5471,0.1877
Avaniperur Keelmugam,2023-10,0.5799,0.3689,33.1493,14.2088,0.1881
Ayodhiyapattinam,2023-10,0.6485,0.416,32.1039,15.633,0.2012
Egapuram,2023-10,0.5942,0.3735,34.1618,14.4178,0.1881
Erumaipatti_1,2023-10,0.6219,0.4094,32.4216,14.2399,0.193
Erumaipatti_2,2023-10,0.5744,0.3619,33.6853,13.5553,0.1879
Gundakkal,2023-10,0.6823,0.4481,30.6678,19.9541,0.1924
Hasthampati,2023-10,0.4975,0.3333,33.7708,13.5097,0.2029
Hasthampatti,2023-10,0.5405,0.3659,33.1457,14.7633,0.2035
Illupanatham_1,2023-10,0.6546,0.4814,34.757,15.8038,0.1768
Inam Bairoji,2023-10,0.6367,0.4192,32.9335,14.7211,0.1923
Kadambur,2023-10,0.7361,0.4723,31.9157,19.1369,0.1863
Kullampatti,2023-10,0.5922,0.3917,32.3281,14.4945,0.1876
M.Chettipatti,2023-10,0.6348,0.4238,33.1435,15.5019,0.1889
Manjakalpatti,2023-10,0.623,0.4224,32.0968,14.4407,0.1896
Mannarpalayam,2023-10,0.6985,0.4774,31.6584,17.6409,0.2054
Moolakadu,2023-10,0.5714,0.3764,30.2343,20.3466,0.17
Murungapatty,2023-10,0.6683,0.4323,32.4609,16.2214,0.1915
Muthiyampatti,2023-10,0.653,0.4576,33.2748,15.6831,0.1878
Nadupatty,2023-10,0.6541,0.4165,31.5972,17.9955,0.1934
Navapatti,2023-10,0.7223,0.4784,28.1569,22.7314,0.1696
Pannavadi,2023-10,0.5921,0.3818,32.4525,17.6283,0.1623
Pappanaickanpatti,2023-10,0.7863,0.4395,28.0857,24.0687,0.2059
Periyakadampatty,2023-10,0.6382,0.431,33.1084,15.5071,0.1883
Pillukurichi,2023-10,0.6133,0.4032,31.4459,15.5008,0.1782
Pulluthikuttai,2023-10,0.7915,0.4694,28.3113,26.1357,0.2064
Rajapalayam (TN-MWS01),2023-10,0.6863,0.5319,34.1041,16.5411,0.1806
Ramagudal,2023-10,0.6088,0.4179,32.8184,14.1328,0.188
Ramanaickanpalayam,2023-10,0.6989,0.4996,32.8961,17.4122,0.2032
Samuthiram_1,2023-10,0.6523,0.4572,33.3324,15.7328,0.1879
Sanarpatti,2023-10,0.6919,0.4976,30.5397,17.8973,0.1865
Sandhiyur,2023-10,0.6367,0.4228,32.1205,14.8414,0.1956
Sendarapatti,2023-10,0.6912,0.4556,32.4283,17.808,0.1989
Singipuram,2023-10,0.6661,0.4608,32.7821,15.9615,0.2057
Siruvachur,2023-10,0.6673,0.5007,33.6514,16.664,0.2199
Sitteri,2023-10,0.6472,0.4829,34.197,15.5461,0.1742
Sukkampatti,2023-10,0.6964,0.4595,31.2252,18.7017,0.2036
Thekkampatti,2023-10,0.5972,0.3959,32.9227,15.5535,0.1972
Thuttampatti,2023-10,0.6137,0.41,33.8131,14.405,0.1878
Vaikundham sankari Salem Tamil Nadu,2023-10,0.596,0.4082,33.9726,13.7128,0.247
Veerakal,2023-10,0.702,0.5099,30.3246,18.5246,0.1868
Veppilaipatty,2023-10,0.7148,0.4766,30.9972,18.1405,0.2053
Amaram_1,2023-11,0.5836,0.3677,30.5935,18.8655,0.2259
Ammapet_1,2023-11,0.5141,0.3453,28.2527,17.6068,0.2403
Ariyampatti,2023-11,0.6689,0.4744,29.0435,18.4235,0.2371
Avaniperur Keelmugam,2023-11,0.5796,0.3707,30.8076,15.8573,0.2429
Ayodhiyapattinam,2023-11,0.6047,0.4024,27.8049,17.427,0.2465
Egapuram,2023-11,0.6273,0.4206,30.3681,16.7334,0.2416
Erumaipatti_1,2023-11,0.6438,0.4432,29.9203,15.1826,0.2514
Erumaipatti_2,2023-11,0.6115,0.4294,29.8448,15.6154,0.2434
Gundakkal,2023-11,0.6495,0.4359,29.1189,20.9424,0.2271
Hasthampati,2023-11,0.4689,0.311,30.797,16.5235,0.2449
Hasthampatti,2023-11,0.5002,0.3378,30.0973,17.3212,0.2456
Illupanatham_1,2023-11,0.7065,0.4997,29.6016,19.7302,0.2617
Inam Bairoji,2023-11,0.6308,0.4599,29.5937,16.9005,0.2443
Kadambur,2023-11,0.7258,0.5043,27.2332,20.5496,0.2537
Kullampatti,2023-11,0.6193,0.4056,29.509,16.3656,0.2456
M.Chettipatti,2023-11,0.6288,0.4315,29.0585,18.1781,0.2375
Manjakalpatti,2023-11,0.6465,0.4499,28.9672,15.3938,0.2477
Mannarpalayam,2023-11,0.634,0.4264,27.8875,18.6547,0.2559
Moolakadu,2023-11,0.513,0.3481,27.3212,20.3204,0.2163
Murungapatty,2023-11,0.6574,0.4483,28.4118,17.9542,0.2407
Muthiyampatti,2023-11,0.6369,0.4078,31.264,17.8912,0.239
Nadupatty,2023-11,0.6407,0.4167,29.3158,19.8828,0.2288
Navapatti,2023-11,0.6379,0.4433,25.5962,21.4827,0.2201
Pannavadi,2023-11,0.489,0.3346,29.4035,19.5038,0.2036
Pappanaickanpatti,2023-11,0.6981,0.4059,25.212,23.5688,0.2592
Periyakadampatty,2023-11,0.6403,0.4406,28.9774,18.0598,0.2373
Pillukurichi,2023-11,0.6119,0.3874,29.4869,16.7873,0.233
Pulluthikuttai,2023-11,0.6969,0.4403,26.5352,23.9158,0.2553
Rajapalayam (TN-MWS01),2023-11,0.6627,0.48,28.4496,19.54,0.2689
Ramagudal,2023-11,0.6195,0.3964,30.0396,15.9027,0.2517
Ramanaickanpalayam,2023-11,0.6799,0.4844,28.4934,19.5973,0.2568
Samuthiram_1,2023-11,0.6491,0.4198,31.1854,18.1733,0.2387
Sanarpatti,2023-11,0.6419,0.44,27.9336,18.5517,0.2364
Sandhiyur,2023-11,0.6145,0.4502,29.3905,16.0165,0.2423
Sendarapatti,2023-11,0.6686,0.4196,27.0125,19.6016,0.2706
Singipuram,2023-11,0.6326,0.4396,28.6644,18.4458,0.2558
Siruvachur,2023-11,0.6893,0.4334,29.4335,20.1591,0.2897
Sitteri,2023-11,0.6787,0.4813,28.8796,19.7446,0.2637
Sukkampatti,2023-11,0.6939,0.4621,26.6599,19.3813,0.2497
Thekkampatti,2023-11,0.5787,0.3917,29.6554,18.1313,0.2414
Thuttampatti,2023-11,0.6508,0.432,30.2817,17.5239,0.2375
Vaikundham sankari Salem Tamil Nadu,2023-11,0.5209,0.3318,34.0622,18.2836,0.2945
Veerakal,2023-11,0.6173,0.4095,28.1875,18.7295,0.2348
Veppilaipatty,2023-11,0.6319,0.4264,27.2968,18.258,0.2556
Amaram_1,2023-12,0.553,0.3219,31.1659,11.179,0.1681
Ammapet_1,2023-12,0.5717,0.3299,29.2557,10.7039,0.1914
Ariyampatti,2023-12,0.649,0.4069,30.4292,11.9075,0.1814
Avaniperur Keelmugam,2023-12,0.6003,0.3698,30.6117,11.098,0.1911
Ayodhiyapattinam,2023-12,0.6284,0.3732,29.0032,11.1874,0.1976
Egapuram,2023-12,0.605,0.3867,31.1305,11.5838,0.1875
Erumaipatti_1,2023-12,0.5819,0.355,30.1965,9.9272,0.1945
Erumaipatti_2,2023-12,0.5978,0.3771,31.0609,11.038,0.1886
Gundakkal,2023-12,0.5722,0.3026,30.5473,12.2727,0.17
Hasthampati,2023-12,0.4591,0.2795,30.5711,9.9138,0.1965
Hasthampatti,2023-12,0.5023,0.305,30.12,10.577,0.1973
Illupanatham_1,2023-12,0.6033,0.3938,30.6417,15.7202,0.2065
Inam Bairoji,2023-12,0.6448,0.4028,30.2274,11.546,0.1886
Kadambur,2023-12,0.6764,0.4143,27.7669,16.197,0.1982
Kullampatti,2023-12,0.6386,0.4036,30.1192,11.5993,0.1929
M.Chettipatti,2023-12,0.6174,0.4014,30.2182,12.514,0.1819
Manjakalpatti,2023-12,0.5923,0.3671,29.7557,10.5017,0.1924
Mannarpalayam,2023-12,0.6569,0.3909,29.3477,12.5137,0.2071
Moolakadu,2023-12,0.4847,0.2907,27.8808,14.7086,0.1592
Murungapatty,2023-12,0.6511,0.3905,29.5343,11.7841,0.186
Muthiyampatti,2023-12,0.6333,0.3829,30.8019,11.4852,0.1842
Nadupatty,2023-12,0.5689,0.3169,30.5266,12.2614,0.1697
Navapatti,2023-12,0.6136,0.3762,25.9244,14.8013,0.1659
Pannavadi,2023-12,0.5133,0.2964,29.9496,14.2263,0.1444
Pappanaickanpatti,2023-12,0.7766,0.4012,24.5601,18.9306,0.216
Periyakadampatty,2023-12,0.6198,0.4031,30.223,12.4787,0.1816
Pillukurichi,2023-12,0.6222,0.3974,29.3237,11.917,0.1791
Pulluthikuttai,2023-12,0.7698,0.4137,25.6817,18.7794,0.2102
Rajapalayam (TN-MWS01),2023-12,0.5517,0.3363,29.9703,15.1503,0.2215
Ramagudal,2023-12,0.6128,0.419,29.8298,11.6114,0.1952
Ramanaickanpalayam,2023-12,0.6463,0.4025,29.7926,15.0222,0.209
Samuthiram_1,2023-12,0.6375,0.3891,30.8441,11.679,0.1836
Sanarpatti,2023-12,0.6264,0.3945,29.1717,12.3144,0.1826
Sandhiyur,2023-12,0.594,0.3492,30.2538,9.9148,0.1897
Sendarapatti,2023-12,0.6982,0.3919,27.9101,15.6521,0.2121
Singipuram,2023-12,0.6453,0.3972,29.6347,12.6288,0.2081
Siruvachur,2023-12,0.6416,0.4196,30.0918,16.9875,0.2503
Sitteri,2023-12,0.597,0.392,30.5733,15.826,0.2103
Sukkampatti,2023-12,0.6915,0.4279,28.0496,14.2744,0.2006
Thekkampatti,2023-12,0.5715,0.3458,30.0709,11.5084,0.1895
Thuttampatti,2023-12,0.6077,0.3921,30.7369,11.6107,0.182
Vaikundham sankari Salem Tamil Nadu,2023-12,0.5729,0.3328,28.8299,14.492,0.2485
Veerakal,2023-12,0.6125,0.3796,29.1621,12.2545,0.1798
Veppilaipatty,2023-12,0.6656,0.3817,28.6517,11.8746,0.2068
Amaram_1,2024-01,0.4211,0.245,32.7798,7.337,0.1397
Ammapet_1,2024-01,0.465,0.2681,29.9946,7.8384,0.1549
Ariyampatti,2024-01,0.4654,0.2922,32.105,8.6897,0.1468
Avaniperur Keelmugam,2024-01,0.5131,0.3346,30.5543,10.2801,0.1572
Ayodhiyapattinam,2024-01,0.5056,0.3009,30.3951,8.4161,0.1595
Egapuram,2024-01,0.4643,0.2869,32.0617,9.1909,0.1534
Erumaipatti_1,2024-01,0.4662,0.2806,31.4033,8.0127,0.159
Erumaipatti_2,2024-01,0.4895,0.3115,30.9771,9.9404,0.1539
Gundakkal,2024-01,0.4377,0.2297,31.5312,7.3169,0.1435
